Time;RPM;RPMDelta;RPMPeriod;EGT;EGT_delta;Pompe1;Cible Pompe1;Pompe2;Glow;Vanne1;Vanne2;Voie Gaz;Voie Aux;Vbatt;Glow current;Stater;ErrorMsg;PhaseF;PhaseS
00:00;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.47;-0.002;0.00;Thr signal lost - Aux signal lost;1;1
00:00;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.48;-0.002;0.00;Thr signal lost - Aux signal lost;1;1
00:01;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.48;-0.002;0.00;Thr signal lost - Aux signal lost;1;1
00:01;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.48;-0.002;0.00;Thr signal lost - Aux signal lost;1;1
00:01;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;5;0;0;0;0;7.48;0.088;0.00;Thr signal lost - Aux signal lost;1;1
00:01;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;5;0;0;0;0;7.48;0.088;0.00;Thr signal lost - Aux signal lost;1;1
00:02;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.49;0.088;7.70;Thr signal lost - Aux signal lost;1;2
00:02;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.21;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:02;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.35;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:02;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.42;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:03;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.46;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:03;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.48;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:03;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.48;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:03;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;0;0;0;7.48;0.039;7.70;Thr signal lost - Aux signal lost;1;2
00:04;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:04;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:04;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;8.45;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:04;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.78;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:05;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.55;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:05;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.52;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:05;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.49;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:06;0;0;15725857;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.49;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:06;0;0;15725857;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:06;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:06;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:07;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:07;1818;0;170915;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:07;1825;910;46807;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:07;1826;916;34254;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:08;1847;923;32737;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:08;1835;914;32711;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:08;1814;912;33015;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:08;1839;909;32816;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:09;1846;923;32777;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:09;1846;923;32777;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:09;0;923;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:09;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:10;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:10;1849;923;100039;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:10;1844;923;41530;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Thr signal lost - Aux signal lost;1;2
00:11;1840;920;33051;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.48;0.039;4.60;Aux signal lost;1;2
00:11;1838;461;37285;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Aux signal lost - Thr signal lost;1;2
00:11;1846;923;33001;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Aux signal lost - Thr signal lost;1;2
00:11;1825;920;32726;29;28;0.000000;Cible Pompe1;0.000000;3;0;255;0;0;7.47;0.039;4.60;Aux signal lost - Thr signal lost;1;2
00:00;1765;882;33060;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.48;0.031;0.00;Aux signal lost - Thr signal lost;0;0
00:00;1765;882;33060;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.49;-0.003;0.00;Aux signal lost - Thr signal lost;0;0
00:00;0;882;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.49;-0.003;0.00;Aux signal lost - Thr signal lost;0;0
00:00;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.48;-0.002;0.00;Aux signal lost - Thr signal lost;0;0
00:00;0;0;0;29;28;0.000000;Cible Pompe1;0.000000;0;0;0;0;0;7.48;-0.002;0.00;Aux signal lost - Thr signal lost;0;0
